date,industry,filled_jobs
2022-02-01,mining,5520.0
2022-02-01,other_services,78626.0
2022-02-01,professional_scientific_and_technical_services,189014.0
2022-02-01,public_administration_and_safety,152930.0
2022-02-01,rental_hiring_and_real_estate_services,36903.0
2022-02-01,retail_trade,215830.0
2022-02-01,transport_postal_and_warehousing,88877.0
2022-02-01,wholesale_trade,114499.0
2022-03-01,accommodation_and_food_services,140426.0
2022-03-01,administrative_and_support_services,105498.0
2022-03-01,agriculture_forestry_and_fishing,104304.0
2022-03-01,arts_and_recreation_services,37653.0
2022-03-01,construction,200768.0
2022-03-01,education_and_training,197021.0
2022-03-01,electricity_gas_water_and_waste_services,21666.0
2022-03-01,financial_and_insurance_services,68129.0
2022-03-01,health_care_and_social_assistance,259366.0
2022-03-01,information_media_and_telecommunications,30850.0
2022-03-01,manufacturing,236388.0
2022-03-01,mining,5568.0
2022-03-01,other_services,78689.0
2022-03-01,professional_scientific_and_technical_services,189191.0
2022-03-01,public_administration_and_safety,152901.0
2022-03-01,rental_hiring_and_real_estate_services,36911.0
2022-03-01,retail_trade,213430.0
2022-03-01,transport_postal_and_warehousing,89242.0
2022-03-01,wholesale_trade,114755.0
2022-04-01,accommodation_and_food_services,140999.0
2022-04-01,administrative_and_support_services,109360.0
2022-04-01,agriculture_forestry_and_fishing,102556.0
2022-04-01,arts_and_recreation_services,37727.0
2022-04-01,construction,201280.0
2022-04-01,education_and_training,198363.0
2022-04-01,electricity_gas_water_and_waste_services,21974.0
2022-04-01,financial_and_insurance_services,68414.0
2022-04-01,health_care_and_social_assistance,259687.0
2022-04-01,information_media_and_telecommunications,31056.0
2022-04-01,manufacturing,235723.0
2022-04-01,mining,5632.0
2022-04-01,other_services,78682.0
2022-04-01,professional_scientific_and_technical_services,191075.0
2022-04-01,public_administration_and_safety,152315.0
2022-04-01,rental_hiring_and_real_estate_services,37071.0
2022-04-01,retail_trade,213709.0
2022-04-01,transport_postal_and_warehousing,89806.0
2022-04-01,wholesale_trade,115827.0
2022-05-01,accommodation_and_food_services,143026.0
2022-05-01,administrative_and_support_services,109206.0
2022-05-01,agriculture_forestry_and_fishing,100891.0
2022-05-01,arts_and_recreation_services,37926.0
2022-05-01,construction,201076.0
2022-05-01,education_and_training,198566.0
2022-05-01,electricity_gas_water_and_waste_services,22512.0
2022-05-01,financial_and_insurance_services,68150.0
2022-05-01,health_care_and_social_assistance,259266.0
2022-05-01,information_media_and_telecommunications,31648.0
2022-05-01,manufacturing,234138.0
2022-05-01,mining,5663.0
2022-05-01,other_services,79105.0
2022-05-01,professional_scientific_and_technical_services,191558.0
2022-05-01,public_administration_and_safety,151358.0
2022-05-01,rental_hiring_and_real_estate_services,37233.0
2022-05-01,retail_trade,213337.0
2022-05-01,transport_postal_and_warehousing,89891.0
2022-05-01,wholesale_trade,115801.0
2022-06-01,accommodation_and_food_services,145073.0
2022-06-01,administrative_and_support_services,105583.0
2022-06-01,agriculture_forestry_and_fishing,97057.0
2022-06-01,arts_and_recreation_services,39602.0
2022-06-01,construction,200943.0
2022-06-01,education_and_training,201366.0
2022-06-01,electricity_gas_water_and_waste_services,22535.0
2022-06-01,financial_and_insurance_services,68336.0
2022-06-01,health_care_and_social_assistance,260186.0
2022-06-01,information_media_and_telecommunications,31733.0
2022-06-01,manufacturing,234279.0
2022-06-01,mining,5638.0
2022-06-01,other_services,79598.0
2022-06-01,professional_scientific_and_technical_services,190242.0
2022-06-01,public_administration_and_safety,151788.0
2022-06-01,rental_hiring_and_real_estate_services,37208.0
2022-06-01,retail_trade,213570.0
2022-06-01,transport_postal_and_warehousing,91242.0
2022-06-01,wholesale_trade,115786.0
2022-07-01,accommodation_and_food_services,145770.0
2022-07-01,administrative_and_support_services,102326.0
2022-07-01,agriculture_forestry_and_fishing,96495.0
2022-07-01,arts_and_recreation_services,40989.0
2022-07-01,construction,201679.0
2022-07-01,education_and_training,199218.0
2022-07-01,electricity_gas_water_and_waste_services,22532.0
2022-07-01,financial_and_insurance_services,68722.0
2022-07-01,health_care_and_social_assistance,259779.0
2022-07-01,information_media_and_telecommunications,31977.0
2022-07-01,manufacturing,234736.0
2022-07-01,mining,5589.0
2022-07-01,other_services,79808.0
2022-07-01,professional_scientific_and_technical_services,190379.0
2022-07-01,public_administration_and_safety,151139.0
2022-07-01,rental_hiring_and_real_estate_services,37061.0
2022-07-01,retail_trade,215021.0
2022-07-01,transport_postal_and_warehousing,91365.0
2022-07-01,wholesale_trade,116331.0
2022-08-01,accommodation_and_food_services,148522.0
2022-08-01,administrative_and_support_services,102100.0
2022-08-01,agriculture_forestry_and_fishing,97941.0
2022-08-01,arts_and_recreation_services,41483.0
2022-08-01,construction,201142.0
2022-08-01,education_and_training,203552.0
2022-08-01,electricity_gas_water_and_waste_services,21985.0
2022-08-01,financial_and_insurance_services,69018.0
2022-08-01,health_care_and_social_assistance,259735.0
2022-08-01,information_media_and_telecommunications,32158.0
2022-08-01,manufacturing,232955.0
2022-08-01,mining,5585.0
2022-08-01,other_services,79856.0
2022-08-01,professional_scientific_and_technical_services,191278.0
2022-08-01,public_administration_and_safety,152869.0
2022-08-01,rental_hiring_and_real_estate_services,37035.0
2022-08-01,retail_trade,215015.0
2022-08-01,transport_postal_and_warehousing,92005.0
2022-08-01,wholesale_trade,115878.0
2022-09-01,accommodation_and_food_services,150592.0
2022-09-01,administrative_and_support_services,102224.0
2022-09-01,agriculture_forestry_and_fishing,98144.0
2022-09-01,arts_and_recreation_services,41725.0
2022-09-01,construction,201342.0
2022-09-01,education_and_training,205247.0
2022-09-01,electricity_gas_water_and_waste_services,22093.0
2022-09-01,financial_and_insurance_services,69007.0
2022-09-01,health_care_and_social_assistance,260809.0
2022-09-01,information_media_and_telecommunications,32700.0
2022-09-01,manufacturing,232411.0
2022-09-01,mining,5607.0
2022-09-01,other_services,79743.0
2022-09-01,professional_scientific_and_technical_services,192300.0
2022-09-01,public_administration_and_safety,152742.0
2022-09-01,rental_hiring_and_real_estate_services,37195.0
2022-09-01,retail_trade,215611.0
2022-09-01,transport_postal_and_warehousing,91288.0
2022-09-01,wholesale_trade,116501.0
2022-10-01,accommodation_and_food_services,152934.0
2022-10-01,administrative_and_support_services,102704.0
2022-10-01,agriculture_forestry_and_fishing,100593.0
2022-10-01,arts_and_recreation_services,41794.0
2022-10-01,construction,204112.0
2022-10-01,education_and_training,205539.0
2022-10-01,electricity_gas_water_and_waste_services,22233.0
2022-10-01,financial_and_insurance_services,69398.0
2022-10-01,health_care_and_social_assistance,260646.0
2022-10-01,information_media_and_telecommunications,32593.0
2022-10-01,manufacturing,234293.0
2022-10-01,mining,5678.0
2022-10-01,other_services,79734.0
2022-10-01,professional_scientific_and_technical_services,192708.0
2022-10-01,public_administration_and_safety,153635.0
2022-10-01,rental_hiring_and_real_estate_services,37838.0
2022-10-01,retail_trade,218030.0
2022-10-01,transport_postal_and_warehousing,92388.0
2022-10-01,wholesale_trade,117287.0
2022-11-01,accommodation_and_food_services,155648.0
2022-11-01,administrative_and_support_services,105092.0
2022-11-01,agriculture_forestry_and_fishing,106069.0
2022-11-01,arts_and_recreation_services,41546.0
2022-11-01,construction,205244.0
2022-11-01,education_and_training,204439.0
2022-11-01,electricity_gas_water_and_waste_services,22701.0
2022-11-01,financial_and_insurance_services,69965.0
2022-11-01,health_care_and_social_assistance,262234.0
2022-11-01,information_media_and_telecommunications,32610.0
2022-11-01,manufacturing,238611.0
2022-11-01,mining,5759.0
2022-11-01,other_services,80272.0
2022-11-01,professional_scientific_and_technical_services,194301.0
2022-11-01,public_administration_and_safety,154905.0
2022-11-01,rental_hiring_and_real_estate_services,38304.0
2022-11-01,retail_trade,224490.0
2022-11-01,transport_postal_and_warehousing,93647.0
2022-11-01,wholesale_trade,118104.0
2022-12-01,accommodation_and_food_services,154829.0
2022-12-01,administrative_and_support_services,105156.0
2022-12-01,agriculture_forestry_and_fishing,109286.0
2022-12-01,arts_and_recreation_services,41356.0
2022-12-01,construction,201902.0
2022-12-01,education_and_training,205730.0
2022-12-01,electricity_gas_water_and_waste_services,22594.0
2022-12-01,financial_and_insurance_services,69885.0
2022-12-01,health_care_and_social_assistance,260173.0
2022-12-01,information_media_and_telecommunications,32633.0
2022-12-01,manufacturing,240640.0
2022-12-01,mining,5800.0
2022-12-01,other_services,79861.0
2022-12-01,professional_scientific_and_technical_services,193630.0
2022-12-01,public_administration_and_safety,155861.0
2022-12-01,rental_hiring_and_real_estate_services,38561.0
2022-12-01,retail_trade,227069.0
2022-12-01,transport_postal_and_warehousing,93676.0
2022-12-01,wholesale_trade,118140.0
2023-01-01,accommodation_and_food_services,152637.0
2023-01-01,administrative_and_support_services,101025.0
2023-01-01,agriculture_forestry_and_fishing,107090.0
2023-01-01,arts_and_recreation_services,40263.0
2023-01-01,construction,200607.0
2023-01-01,education_and_training,191317.0
2023-01-01,electricity_gas_water_and_waste_services,22912.0
2023-01-01,financial_and_insurance_services,69608.0
2023-01-01,health_care_and_social_assistance,259368.0
2023-01-01,information_media_and_telecommunications,32448.0
2023-01-01,manufacturing,238638.0
2023-01-01,mining,5740.0
2023-01-01,other_services,78818.0
2023-01-01,professional_scientific_and_technical_services,192356.0
2023-01-01,public_administration_and_safety,154540.0
2023-01-01,rental_hiring_and_real_estate_services,38007.0
2023-01-01,retail_trade,221799.0
2023-01-01,transport_postal_and_warehousing,93270.0
2023-01-01,wholesale_trade,117253.0
2023-02-01,accommodation_and_food_services,156400.0
2023-02-01,administrative_and_support_services,106154.0
2023-02-01,agriculture_forestry_and_fishing,103333.0
2023-02-01,arts_and_recreation_services,41134.0
2023-02-01,construction,205037.0
2023-02-01,education_and_training,196429.0
2023-02-01,electricity_gas_water_and_waste_services,22997.0
2023-02-01,financial_and_insurance_services,70208.0
2023-02-01,health_care_and_social_assistance,266074.0
2023-02-01,information_media_and_telecommunications,32873.0
2023-02-01,manufacturing,240868.0
2023-02-01,mining,5810.0
2023-02-01,other_services,80416.0
2023-02-01,professional_scientific_and_technical_services,195176.0
2023-02-01,public_administration_and_safety,156915.0
2023-02-01,rental_hiring_and_real_estate_services,38042.0
2023-02-01,retail_trade,217936.0
2023-02-01,transport_postal_and_warehousing,93982.0
2023-02-01,wholesale_trade,117976.0
2023-03-01,accommodation_and_food_services,158518.0
2023-03-01,administrative_and_support_services,112761.0
2023-03-01,agriculture_forestry_and_fishing,102991.0
2023-03-01,arts_and_recreation_services,41638.0
2023-03-01,construction,206145.0
2023-03-01,education_and_training,202934.0
2023-03-01,electricity_gas_water_and_waste_services,23020.0
2023-03-01,financial_and_insurance_services,70499.0
2023-03-01,health_care_and_social_assistance,265773.0
2023-03-01,information_media_and_telecommunications,32948.0
2023-03-01,manufacturing,241178.0
2023-03-01,mining,5845.0
2023-03-01,other_services,80518.0
2023-03-01,professional_scientific_and_technical_services,194761.0
2023-03-01,public_administration_and_safety,157275.0
2023-03-01,rental_hiring_and_real_estate_services,38357.0
2023-03-01,retail_trade,215737.0
2023-03-01,transport_postal_and_warehousing,94601.0
2023-03-01,wholesale_trade,117432.0
2023-04-01,accommodation_and_food_services,158526.0
2023-04-01,administrative_and_support_services,117097.0
2023-04-01,agriculture_forestry_and_fishing,101759.0
2023-04-01,arts_and_recreation_services,41583.0
2023-04-01,construction,208684.0
2023-04-01,education_and_training,202367.0
2023-04-01,electricity_gas_water_and_waste_services,22792.0
2023-04-01,financial_and_insurance_services,70777.0
2023-04-01,health_care_and_social_assistance,267497.0
2023-04-01,information_media_and_telecommunications,32926.0
2023-04-01,manufacturing,242214.0
2023-04-01,mining,5877.0
2023-04-01,other_services,80780.0
2023-04-01,professional_scientific_and_technical_services,193875.0
2023-04-01,public_administration_and_safety,158325.0
2023-04-01,rental_hiring_and_real_estate_services,38077.0
2023-04-01,retail_trade,217064.0
2023-04-01,transport_postal_and_warehousing,96511.0
2023-04-01,wholesale_trade,117715.0
2023-05-01,accommodation_and_food_services,158265.0
2023-05-01,administrative_and_support_services,114441.0
2023-05-01,agriculture_forestry_and_fishing,97917.0
2023-05-01,arts_and_recreation_services,41454.0
2023-05-01,construction,207701.0
2023-05-01,education_and_training,206550.0
2023-05-01,electricity_gas_water_and_waste_services,22599.0
2023-05-01,financial_and_insurance_services,71177.0
2023-05-01,health_care_and_social_assistance,267494.0
2023-05-01,information_media_and_telecommunications,33032.0
2023-05-01,manufacturing,239600.0
2023-05-01,mining,5977.0
2023-05-01,other_services,81191.0
2023-05-01,professional_scientific_and_technical_services,193717.0
2023-05-01,public_administration_and_safety,159259.0
2023-05-01,rental_hiring_and_real_estate_services,38135.0
2023-05-01,retail_trade,216847.0
2023-05-01,transport_postal_and_warehousing,97975.0
2023-05-01,wholesale_trade,117310.0
2023-06-01,accommodation_and_food_services,157124.0
2023-06-01,administrative_and_support_services,108859.0
2023-06-01,agriculture_forestry_and_fishing,95451.0
2023-06-01,arts_and_recreation_services,44150.0
2023-06-01,construction,208081.0
2023-06-01,education_and_training,209525.0
2023-06-01,electricity_gas_water_and_waste_services,22740.0
2023-06-01,financial_and_insurance_services,71315.0
2023-06-01,health_care_and_social_assistance,268287.0
2023-06-01,information_media_and_telecommunications,33164.0
2023-06-01,manufacturing,239816.0
2023-06-01,mining,5957.0
2023-06-01,other_services,81175.0
2023-06-01,professional_scientific_and_technical_services,193462.0
2023-06-01,public_administration_and_safety,158819.0
2023-06-01,rental_hiring_and_real_estate_services,38249.0
2023-06-01,retail_trade,219134.0
2023-06-01,transport_postal_and_warehousing,98463.0
2023-06-01,wholesale_trade,117529.0
2023-07-01,accommodation_and_food_services,157862.0
2023-07-01,administrative_and_support_services,105358.0
2023-07-01,agriculture_forestry_and_fishing,96245.0
2023-07-01,arts_and_recreation_services,45883.0
2023-07-01,construction,208376.0
2023-07-01,education_and_training,204716.0
2023-07-01,electricity_gas_water_and_waste_services,22837.0
2023-07-01,financial_and_insurance_services,71239.0
2023-07-01,health_care_and_social_assistance,269324.0
2023-07-01,information_media_and_telecommunications,33082.0
2023-07-01,manufacturing,239239.0
2023-07-01,mining,5945.0
2023-07-01,other_services,81534.0
2023-07-01,professional_scientific_and_technical_services,192425.0
2023-07-01,public_administration_and_safety,159689.0
2023-07-01,rental_hiring_and_real_estate_services,37920.0
2023-07-01,retail_trade,218054.0
2023-07-01,transport_postal_and_warehousing,97811.0
2023-07-01,wholesale_trade,117950.0
2023-08-01,accommodation_and_food_services,158851.0
2023-08-01,administrative_and_support_services,104402.0
2023-08-01,agriculture_forestry_and_fishing,97207.0
2023-08-01,arts_and_recreation_services,45827.0
2023-08-01,construction,207566.0
2023-08-01,education_and_training,209067.0
2023-08-01,electricity_gas_water_and_waste_services,22881.0
2023-08-01,financial_and_insurance_services,71566.0
2023-08-01,health_care_and_social_assistance,269838.0
2023-08-01,information_media_and_telecommunications,33229.0
2023-08-01,manufacturing,235714.0
2023-08-01,mining,5931.0
2023-08-01,other_services,81884.0
2023-08-01,professional_scientific_and_technical_services,190955.0
2023-08-01,public_administration_and_safety,161175.0
2023-08-01,rental_hiring_and_real_estate_services,37788.0
2023-08-01,retail_trade,216786.0
2023-08-01,transport_postal_and_warehousing,98125.0
2023-08-01,wholesale_trade,117083.0
2023-09-01,accommodation_and_food_services,159326.0
2023-09-01,administrative_and_support_services,103319.0
2023-09-01,agriculture_forestry_and_fishing,96631.0
2023-09-01,arts_and_recreation_services,45475.0
2023-09-01,construction,208134.0
2023-09-01,education_and_training,210098.0
2023-09-01,electricity_gas_water_and_waste_services,22970.0
2023-09-01,financial_and_insurance_services,71606.0
2023-09-01,health_care_and_social_assistance,271367.0
2023-09-01,information_media_and_telecommunications,33247.0
2023-09-01,manufacturing,234748.0
2023-09-01,mining,5904.0
2023-09-01,other_services,82230.0
2023-09-01,professional_scientific_and_technical_services,190985.0
2023-09-01,public_administration_and_safety,161804.0
2023-09-01,rental_hiring_and_real_estate_services,37957.0
2023-09-01,retail_trade,217395.0
2023-09-01,transport_postal_and_warehousing,98644.0
2023-09-01,wholesale_trade,117367.0
2023-10-01,accommodation_and_food_services,160327.0
2023-10-01,administrative_and_support_services,101991.0
2023-10-01,agriculture_forestry_and_fishing,100158.0
2023-10-01,arts_and_recreation_services,45280.0
2023-10-01,construction,208669.0
2023-10-01,education_and_training,209487.0
2023-10-01,electricity_gas_water_and_waste_services,23245.0
2023-10-01,financial_and_insurance_services,71763.0
2023-10-01,health_care_and_social_assistance,272823.0
2023-10-01,information_media_and_telecommunications,33541.0
2023-10-01,manufacturing,235134.0
2023-10-01,mining,5934.0
2023-10-01,other_services,82999.0
2023-10-01,professional_scientific_and_technical_services,190669.0
2023-10-01,public_administration_and_safety,175713.0
2023-10-01,rental_hiring_and_real_estate_services,38217.0
2023-10-01,retail_trade,220005.0
2023-10-01,transport_postal_and_warehousing,99159.0
2023-10-01,wholesale_trade,117859.0
2023-11-01,accommodation_and_food_services,161600.0
2023-11-01,administrative_and_support_services,104594.0
2023-11-01,agriculture_forestry_and_fishing,108107.0
2023-11-01,arts_and_recreation_services,45406.0
2023-11-01,construction,210182.0
2023-11-01,education_and_training,209184.0
2023-11-01,electricity_gas_water_and_waste_services,23609.0
2023-11-01,financial_and_insurance_services,72380.0
2023-11-01,health_care_and_social_assistance,275682.0
2023-11-01,information_media_and_telecommunications,34057.0
2023-11-01,manufacturing,238464.0
2023-11-01,mining,5923.0
2023-11-01,other_services,83785.0
2023-11-01,professional_scientific_and_technical_services,191658.0
2023-11-01,public_administration_and_safety,164465.0
2023-11-01,rental_hiring_and_real_estate_services,38826.0
2023-11-01,retail_trade,224761.0
2023-11-01,transport_postal_and_warehousing,100531.0
2023-11-01,wholesale_trade,119336.0
2023-12-01,accommodation_and_food_services,162342.0
2023-12-01,administrative_and_support_services,104146.0
2023-12-01,agriculture_forestry_and_fishing,111116.0
2023-12-01,arts_and_recreation_services,45726.0
2023-12-01,construction,209554.0
2023-12-01,education_and_training,209821.0
2023-12-01,electricity_gas_water_and_waste_services,23662.0
2023-12-01,financial_and_insurance_services,72243.0
2023-12-01,health_care_and_social_assistance,275537.0
2023-12-01,information_media_and_telecommunications,33957.0
2023-12-01,manufacturing,240671.0
2023-12-01,mining,5890.0
2023-12-01,other_services,84035.0
2023-12-01,professional_scientific_and_technical_services,191662.0
2023-12-01,public_administration_and_safety,163638.0
2023-12-01,rental_hiring_and_real_estate_services,39221.0
2023-12-01,retail_trade,227103.0
2023-12-01,transport_postal_and_warehousing,100924.0
2023-12-01,wholesale_trade,120000.0
2024-01-01,accommodation_and_food_services,158164.0
2024-01-01,administrative_and_support_services,100672.0
2024-01-01,agriculture_forestry_and_fishing,109335.0
2024-01-01,arts_and_recreation_services,44637.0
2024-01-01,construction,205315.0
2024-01-01,education_and_training,196092.0
2024-01-01,electricity_gas_water_and_waste_services,23638.0
2024-01-01,financial_and_insurance_services,71483.0
2024-01-01,health_care_and_social_assistance,273633.0
2024-01-01,information_media_and_telecommunications,33681.0
2024-01-01,manufacturing,237575.0
2024-01-01,mining,5884.0
2024-01-01,other_services,82577.0
2024-01-01,professional_scientific_and_technical_services,189692.0
2024-01-01,public_administration_and_safety,162865.0
2024-01-01,rental_hiring_and_real_estate_services,38662.0
2024-01-01,retail_trade,220009.0
2024-01-01,transport_postal_and_warehousing,100103.0
2024-01-01,wholesale_trade,118472.0
2024-02-01,accommodation_and_food_services,160275.0
2024-02-01,administrative_and_support_services,103000.0
2024-02-01,agriculture_forestry_and_fishing,105646.0
2024-02-01,arts_and_recreation_services,45114.0
2024-02-01,construction,208018.0
2024-02-01,education_and_training,202658.0
2024-02-01,electricity_gas_water_and_waste_services,23689.0
2024-02-01,financial_and_insurance_services,71966.0
2024-02-01,health_care_and_social_assistance,277972.0
2024-02-01,information_media_and_telecommunications,33957.0
2024-02-01,manufacturing,238331.0
2024-02-01,mining,5939.0
2024-02-01,other_services,83672.0
2024-02-01,professional_scientific_and_technical_services,191588.0
2024-02-01,public_administration_and_safety,163886.0
2024-02-01,rental_hiring_and_real_estate_services,39129.0
2024-02-01,retail_trade,216724.0
2024-02-01,transport_postal_and_warehousing,100493.0
2024-02-01,wholesale_trade,119039.0
2024-03-01,accommodation_and_food_services,159951.0
2024-03-01,administrative_and_support_services,110404.0
2024-03-01,agriculture_forestry_and_fishing,103749.0
2024-03-01,arts_and_recreation_services,45169.0
2024-03-01,construction,207572.0
2024-03-01,education_and_training,211783.0
2024-03-01,electricity_gas_water_and_waste_services,23774.0
2024-03-01,financial_and_insurance_services,72125.0
2024-03-01,health_care_and_social_assistance,278543.0
2024-03-01,information_media_and_telecommunications,33792.0
2024-03-01,manufacturing,238189.0
2024-03-01,mining,6017.0
2024-03-01,other_services,83907.0
2024-03-01,professional_scientific_and_technical_services,191054.0
2024-03-01,public_administration_and_safety,164089.0
2024-03-01,rental_hiring_and_real_estate_services,39106.0
2024-03-01,retail_trade,214842.0
2024-03-01,transport_postal_and_warehousing,101032.0
2024-03-01,wholesale_trade,119192.0
2024-04-01,accommodation_and_food_services,157969.0
2024-04-01,administrative_and_support_services,112363.0
2024-04-01,agriculture_forestry_and_fishing,101618.0
2024-04-01,arts_and_recreation_services,44905.0
2024-04-01,construction,207010.0
2024-04-01,education_and_training,208559.0
2024-04-01,electricity_gas_water_and_waste_services,23895.0
2024-04-01,financial_and_insurance_services,72600.0
2024-04-01,health_care_and_social_assistance,280816.0
2024-04-01,information_media_and_telecommunications,33020.0
2024-04-01,manufacturing,237970.0
2024-04-01,mining,6045.0
2024-04-01,other_services,83642.0
2024-04-01,professional_scientific_and_technical_services,190820.0
2024-04-01,public_administration_and_safety,163483.0
2024-04-01,rental_hiring_and_real_estate_services,38494.0
2024-04-01,retail_trade,215273.0
2024-04-01,transport_postal_and_warehousing,101647.0
2024-04-01,wholesale_trade,119199.0
2024-05-01,accommodation_and_food_services,156812.0
2024-05-01,administrative_and_support_services,108754.0
2024-05-01,agriculture_forestry_and_fishing,96763.0
2024-05-01,arts_and_recreation_services,44561.0
2024-05-01,construction,205151.0
2024-05-01,education_and_training,210453.0
2024-05-01,electricity_gas_water_and_waste_services,23828.0
2024-05-01,financial_and_insurance_services,72045.0
2024-05-01,health_care_and_social_assistance,280200.0
2024-05-01,information_media_and_telecommunications,32443.0
2024-05-01,manufacturing,235212.0
2024-05-01,mining,6057.0
2024-05-01,other_services,83399.0
2024-05-01,professional_scientific_and_technical_services,190321.0
2024-05-01,public_administration_and_safety,163071.0
2024-05-01,rental_hiring_and_real_estate_services,38282.0
2024-05-01,retail_trade,213507.0
2024-05-01,transport_postal_and_warehousing,100814.0
2024-05-01,wholesale_trade,118555.0
2024-06-01,accommodation_and_food_services,153851.0
2024-06-01,administrative_and_support_services,102907.0
2024-06-01,agriculture_forestry_and_fishing,94347.0
2024-06-01,arts_and_recreation_services,45544.0
2024-06-01,construction,203647.0
2024-06-01,education_and_training,211017.0
2024-06-01,electricity_gas_water_and_waste_services,23901.0
2024-06-01,financial_and_insurance_services,72056.0
2024-06-01,health_care_and_social_assistance,280167.0
2024-06-01,information_media_and_telecommunications,32248.0
2024-06-01,manufacturing,235383.0
2024-06-01,mining,6075.0
2024-06-01,other_services,83076.0
2024-06-01,professional_scientific_and_technical_services,189201.0
2024-06-01,public_administration_and_safety,162467.0
2024-06-01,rental_hiring_and_real_estate_services,38028.0
2024-06-01,retail_trade,213728.0
2024-06-01,transport_postal_and_warehousing,99628.0
2024-06-01,wholesale_trade,117604.0
2024-07-01,accommodation_and_food_services,151698.0
2024-07-01,administrative_and_support_services,98615.0
2024-07-01,agriculture_forestry_and_fishing,95574.0
2024-07-01,arts_and_recreation_services,46228.0
2024-07-01,construction,201774.0
2024-07-01,education_and_training,207630.0
2024-07-01,electricity_gas_water_and_waste_services,23936.0
2024-07-01,financial_and_insurance_services,72305.0
2024-07-01,health_care_and_social_assistance,279768.0
2024-07-01,information_media_and_telecommunications,32507.0
2024-07-01,manufacturing,233908.0
2024-07-01,mining,6096.0
2024-07-01,other_services,82842.0
2024-07-01,professional_scientific_and_technical_services,188021.0
2024-07-01,public_administration_and_safety,161839.0
2024-07-01,rental_hiring_and_real_estate_services,37190.0
2024-07-01,retail_trade,212709.0
2024-07-01,transport_postal_and_warehousing,98685.0
2024-07-01,wholesale_trade,117242.0
2024-08-01,accommodation_and_food_services,154643.0
2024-08-01,administrative_and_support_services,97242.0
2024-08-01,agriculture_forestry_and_fishing,96453.0
2024-08-01,arts_and_recreation_services,46593.0
2024-08-01,construction,199353.0
2024-08-01,education_and_training,211610.0
2024-08-01,electricity_gas_water_and_waste_services,23919.0
2024-08-01,financial_and_insurance_services,72137.0
2024-08-01,health_care_and_social_assistance,279524.0
2024-08-01,information_media_and_telecommunications,32156.0
2024-08-01,manufacturing,228953.0
2024-08-01,mining,6013.0
2024-08-01,other_services,82796.0
2024-08-01,professional_scientific_and_technical_services,187470.0
2024-08-01,public_administration_and_safety,161613.0
2024-08-01,rental_hiring_and_real_estate_services,37364.0
2024-08-01,retail_trade,211642.0
2024-08-01,transport_postal_and_warehousing,99127.0
2024-08-01,wholesale_trade,116754.0
2024-09-01,accommodation_and_food_services,153134.0
2024-09-01,administrative_and_support_services,96689.0
2024-09-01,agriculture_forestry_and_fishing,95999.0
2024-09-01,arts_and_recreation_services,46597.0
2024-09-01,construction,198355.0
2024-09-01,education_and_training,213297.0
2024-09-01,electricity_gas_water_and_waste_services,23833.0
2024-09-01,financial_and_insurance_services,71819.0
2024-09-01,health_care_and_social_assistance,280451.0
2024-09-01,information_media_and_telecommunications,32213.0
2024-09-01,manufacturing,227696.0
2024-09-01,mining,5909.0
2024-09-01,other_services,83020.0
2024-09-01,professional_scientific_and_technical_services,186947.0
2024-09-01,public_administration_and_safety,161658.0
2024-09-01,rental_hiring_and_real_estate_services,37816.0
2024-09-01,retail_trade,212551.0
2024-09-01,transport_postal_and_warehousing,99075.0
2024-09-01,wholesale_trade,116498.0
2024-10-01,accommodation_and_food_services,154537.0
2024-10-01,administrative_and_support_services,95819.0
2024-10-01,agriculture_forestry_and_fishing,101109.0
2024-10-01,arts_and_recreation_services,46415.0
2024-10-01,construction,198058.0
2024-10-01,education_and_training,213036.0
2024-10-01,electricity_gas_water_and_waste_services,24082.0
2024-10-01,financial_and_insurance_services,71977.0
2024-10-01,health_care_and_social_assistance,281156.0
2024-10-01,information_media_and_telecommunications,31340.0
2024-10-01,manufacturing,228398.0
2024-10-01,mining,5910.0
2024-10-01,other_services,83032.0
2024-10-01,professional_scientific_and_technical_services,186424.0
2024-10-01,public_administration_and_safety,161743.0
2024-10-01,rental_hiring_and_real_estate_services,37912.0
2024-10-01,retail_trade,214412.0
2024-10-01,transport_postal_and_warehousing,99227.0
2024-10-01,wholesale_trade,116566.0
2024-11-01,accommodation_and_food_services,158556.0
2024-11-01,administrative_and_support_services,97506.0
2024-11-01,agriculture_forestry_and_fishing,106776.0
2024-11-01,arts_and_recreation_services,46747.0
2024-11-01,construction,198719.0
2024-11-01,education_and_training,216307.0
2024-11-01,electricity_gas_water_and_waste_services,24328.0
2024-11-01,financial_and_insurance_services,72181.0
2024-11-01,health_care_and_social_assistance,281952.0
2024-11-01,information_media_and_telecommunications,31145.0
2024-11-01,manufacturing,231640.0
2024-11-01,mining,6069.0
2024-11-01,other_services,83401.0
2024-11-01,professional_scientific_and_technical_services,187089.0
2024-11-01,public_administration_and_safety,163034.0
2024-11-01,rental_hiring_and_real_estate_services,38188.0
2024-11-01,retail_trade,218914.0
2024-11-01,transport_postal_and_warehousing,99951.0
2024-11-01,wholesale_trade,117143.0
2024-12-01,accommodation_and_food_services,160197.0
2024-12-01,administrative_and_support_services,96973.0
2024-12-01,agriculture_forestry_and_fishing,110203.0
2024-12-01,arts_and_recreation_services,47039.0
2024-12-01,construction,197256.0
