date,region,filled_jobs
2023-08-01,bay_of_plenty,146711.0
2023-08-01,canterbury,312783.0
2023-08-01,gisborne,22786.0
2023-08-01,hawke's_bay,80211.0
2023-08-01,manawatu_whanganui,113505.0
2023-08-01,marlborough,27846.0
2023-08-01,nelson,20941.0
2023-08-01,northland,74222.0
2023-08-01,otago,117286.0
2023-08-01,southland,48573.0
2023-08-01,taranaki,56106.0
2023-08-01,tasman,25638.0
2023-08-01,waikato,227457.0
2023-08-01,wellington,260941.0
2023-08-01,west_coast,14863.0
2023-09-01,auckland,811141.0
2023-09-01,bay_of_plenty,146126.0
2023-09-01,canterbury,314471.0
2023-09-01,gisborne,22833.0
2023-09-01,hawke's_bay,79940.0
2023-09-01,manawatu_whanganui,113906.0
2023-09-01,marlborough,27841.0
2023-09-01,nelson,20968.0
2023-09-01,northland,74312.0
2023-09-01,otago,117199.0
2023-09-01,southland,49111.0
2023-09-01,taranaki,56100.0
2023-09-01,tasman,25611.0
2023-09-01,waikato,228014.0
2023-09-01,wellington,260928.0
2023-09-01,west_coast,15011.0
2023-10-01,auckland,819420.0
2023-10-01,bay_of_plenty,147349.0
2023-10-01,canterbury,317813.0
2023-10-01,gisborne,23368.0
2023-10-01,hawke's_bay,80719.0
2023-10-01,manawatu_whanganui,115131.0
2023-10-01,marlborough,27656.0
2023-10-01,nelson,21123.0
2023-10-01,northland,75189.0
2023-10-01,otago,118267.0
2023-10-01,southland,49571.0
2023-10-01,taranaki,56299.0
2023-10-01,tasman,25553.0
2023-10-01,waikato,230637.0
2023-10-01,wellington,263664.0
2023-10-01,west_coast,15303.0
2023-11-01,auckland,824546.0
2023-11-01,bay_of_plenty,149319.0
2023-11-01,canterbury,320180.0
2023-11-01,gisborne,23484.0
2023-11-01,hawke's_bay,82964.0
2023-11-01,manawatu_whanganui,115412.0
2023-11-01,marlborough,28467.0
2023-11-01,nelson,21278.0
2023-11-01,northland,76037.0
2023-11-01,otago,119337.0
2023-11-01,southland,50308.0
2023-11-01,taranaki,56996.0
2023-11-01,tasman,26083.0
2023-11-01,waikato,232147.0
2023-11-01,wellington,264539.0
2023-11-01,west_coast,15414.0
2023-12-01,auckland,824140.0
2023-12-01,bay_of_plenty,149430.0
2023-12-01,canterbury,321290.0
2023-12-01,gisborne,24118.0
2023-12-01,hawke's_bay,85004.0
2023-12-01,manawatu_whanganui,116158.0
2023-12-01,marlborough,28586.0
2023-12-01,nelson,21373.0
2023-12-01,northland,76357.0
2023-12-01,otago,120481.0
2023-12-01,southland,50999.0
2023-12-01,taranaki,57318.0
2023-12-01,tasman,26614.0
2023-12-01,waikato,232971.0
2023-12-01,wellington,264814.0
2023-12-01,west_coast,15509.0
2024-01-01,auckland,807363.0
2024-01-01,bay_of_plenty,146561.0
2024-01-01,canterbury,314325.0
2024-01-01,gisborne,23297.0
2024-01-01,hawke's_bay,83086.0
2024-01-01,manawatu_whanganui,114145.0
2024-01-01,marlborough,27816.0
2024-01-01,nelson,21028.0
2024-01-01,northland,74394.0
2024-01-01,otago,118470.0
2024-01-01,southland,50342.0
2024-01-01,taranaki,56249.0
2024-01-01,tasman,26058.0
2024-01-01,waikato,228030.0
2024-01-01,wellington,260080.0
2024-01-01,west_coast,15288.0
2024-02-01,auckland,814350.0
2024-02-01,bay_of_plenty,147033.0
2024-02-01,canterbury,317185.0
2024-02-01,gisborne,23462.0
2024-02-01,hawke's_bay,84369.0
2024-02-01,manawatu_whanganui,114261.0
2024-02-01,marlborough,27930.0
2024-02-01,nelson,21111.0
2024-02-01,northland,75209.0
2024-02-01,otago,119480.0
2024-02-01,southland,50377.0
2024-02-01,taranaki,56638.0
2024-02-01,tasman,26311.0
2024-02-01,waikato,230177.0
2024-02-01,wellington,261857.0
2024-02-01,west_coast,15345.0
2024-03-01,auckland,818937.0
2024-03-01,bay_of_plenty,149946.0
2024-03-01,canterbury,318330.0
2024-03-01,gisborne,23729.0
2024-03-01,hawke's_bay,85874.0
2024-03-01,manawatu_whanganui,114504.0
2024-03-01,marlborough,28691.0
2024-03-01,nelson,21138.0
2024-03-01,northland,75461.0
2024-03-01,otago,119424.0
2024-03-01,southland,50194.0
2024-03-01,taranaki,56457.0
2024-03-01,tasman,26925.0
2024-03-01,waikato,230629.0
2024-03-01,wellington,262446.0
2024-03-01,west_coast,15338.0
2024-04-01,auckland,816546.0
2024-04-01,bay_of_plenty,152413.0
2024-04-01,canterbury,317174.0
2024-04-01,gisborne,23294.0
2024-04-01,hawke's_bay,85442.0
2024-04-01,manawatu_whanganui,114019.0
2024-04-01,marlborough,28239.0
2024-04-01,nelson,21032.0
2024-04-01,northland,75315.0
2024-04-01,otago,119164.0
2024-04-01,southland,49670.0
2024-04-01,taranaki,56029.0
2024-04-01,tasman,26826.0
2024-04-01,waikato,230529.0
2024-04-01,wellington,262278.0
2024-04-01,west_coast,15280.0
2024-05-01,auckland,811823.0
2024-05-01,bay_of_plenty,150357.0
2024-05-01,canterbury,315385.0
2024-05-01,gisborne,23168.0
2024-05-01,hawke's_bay,83379.0
2024-05-01,manawatu_whanganui,113584.0
2024-05-01,marlborough,27896.0
2024-05-01,nelson,20854.0
2024-05-01,northland,74641.0
2024-05-01,otago,117812.0
2024-05-01,southland,48967.0
2024-05-01,taranaki,55483.0
2024-05-01,tasman,26220.0
2024-05-01,waikato,229193.0
2024-05-01,wellington,260820.0
2024-05-01,west_coast,15075.0
2024-06-01,auckland,806862.0
2024-06-01,bay_of_plenty,147447.0
2024-06-01,canterbury,314317.0
2024-06-01,gisborne,23024.0
2024-06-01,hawke's_bay,81890.0
2024-06-01,manawatu_whanganui,113447.0
2024-06-01,marlborough,27966.0
2024-06-01,nelson,20674.0
2024-06-01,northland,74145.0
2024-06-01,otago,118146.0
2024-06-01,southland,48403.0
2024-06-01,taranaki,55502.0
2024-06-01,tasman,25752.0
2024-06-01,waikato,227592.0
2024-06-01,wellington,259596.0
2024-06-01,west_coast,14879.0
2024-07-01,auckland,801306.0
2024-07-01,bay_of_plenty,145889.0
2024-07-01,canterbury,312340.0
2024-07-01,gisborne,22789.0
2024-07-01,hawke's_bay,80921.0
2024-07-01,manawatu_whanganui,113373.0
2024-07-01,marlborough,27825.0
2024-07-01,nelson,20410.0
2024-07-01,northland,73764.0
2024-07-01,otago,117494.0
2024-07-01,southland,48088.0
2024-07-01,taranaki,55105.0
2024-07-01,tasman,25427.0
2024-07-01,waikato,226583.0
2024-07-01,wellington,257423.0
2024-07-01,west_coast,14775.0
2024-08-01,auckland,800680.0
2024-08-01,bay_of_plenty,145939.0
2024-08-01,canterbury,312922.0
2024-08-01,gisborne,22609.0
2024-08-01,hawke's_bay,79521.0
2024-08-01,manawatu_whanganui,112655.0
2024-08-01,marlborough,27682.0
2024-08-01,nelson,20340.0
2024-08-01,northland,73446.0
2024-08-01,otago,116884.0
2024-08-01,southland,48046.0
2024-08-01,taranaki,55016.0
2024-08-01,tasman,25272.0
2024-08-01,waikato,226784.0
2024-08-01,wellington,257709.0
2024-08-01,west_coast,14897.0
2024-09-01,auckland,799644.0
2024-09-01,bay_of_plenty,145482.0
2024-09-01,canterbury,314361.0
2024-09-01,gisborne,22418.0
2024-09-01,hawke's_bay,79005.0
2024-09-01,manawatu_whanganui,112368.0
2024-09-01,marlborough,27263.0
2024-09-01,nelson,20394.0
2024-09-01,northland,73548.0
2024-09-01,otago,117124.0
2024-09-01,southland,48220.0
2024-09-01,taranaki,55049.0
2024-09-01,tasman,25091.0
2024-09-01,waikato,226672.0
2024-09-01,wellington,257063.0
2024-09-01,west_coast,14947.0
2024-10-01,auckland,801528.0
2024-10-01,bay_of_plenty,146058.0
2024-10-01,canterbury,315709.0
2024-10-01,gisborne,22692.0
2024-10-01,hawke's_bay,79184.0
2024-10-01,manawatu_whanganui,113119.0
2024-10-01,marlborough,26915.0
2024-10-01,nelson,20475.0
2024-10-01,northland,73876.0
2024-10-01,otago,118024.0
2024-10-01,southland,48520.0
2024-10-01,taranaki,54849.0
2024-10-01,tasman,25104.0
2024-10-01,waikato,227925.0
2024-10-01,wellington,257197.0
2024-10-01,west_coast,15088.0
2024-11-01,auckland,809629.0
2024-11-01,bay_of_plenty,147564.0
2024-11-01,canterbury,319638.0
2024-11-01,gisborne,23086.0
2024-11-01,hawke's_bay,81630.0
2024-11-01,manawatu_whanganui,113900.0
2024-11-01,marlborough,27927.0
2024-11-01,nelson,20730.0
2024-11-01,northland,75045.0
2024-11-01,otago,119851.0
2024-11-01,southland,49477.0
2024-11-01,taranaki,55928.0
2024-11-01,tasman,25836.0
2024-11-01,waikato,229818.0
2024-11-01,wellington,259260.0
2024-11-01,west_coast,15352.0
2024-12-01,auckland,807682.0
2024-12-01,bay_of_plenty,147588.0
2024-12-01,canterbury,319662.0
2024-12-01,gisborne,23213.0
2024-12-01,hawke's_bay,83446.0
2024-12-01,manawatu_whanganui,114046.0
2024-12-01,marlborough,28296.0
2024-12-01,nelson,20769.0
2024-12-01,northland,75248.0
2024-12-01,otago,120716.0
2024-12-01,southland,50294.0
2024-12-01,taranaki,56262.0
2024-12-01,tasman,26258.0
2024-12-01,waikato,230737.0
2024-12-01,wellington,259035.0
2024-12-01,west_coast,15311.0
2025-01-01,auckland,791099.0
2025-01-01,bay_of_plenty,144258.0
2025-01-01,canterbury,312923.0
2025-01-01,gisborne,22780.0
2025-01-01,hawke's_bay,81417.0
2025-01-01,manawatu_whanganui,112145.0
2025-01-01,marlborough,27375.0
2025-01-01,nelson,20371.0
2025-01-01,northland,73280.0
2025-01-01,otago,118485.0
2025-01-01,southland,49550.0
2025-01-01,taranaki,55067.0
2025-01-01,tasman,25824.0
2025-01-01,waikato,226109.0
2025-01-01,wellington,253478.0
2025-01-01,west_coast,15128.0
2025-02-01,auckland,796574.0
2025-02-01,bay_of_plenty,144786.0
2025-02-01,canterbury,315599.0
2025-02-01,gisborne,22816.0
2025-02-01,hawke's_bay,83083.0
2025-02-01,manawatu_whanganui,112346.0
2025-02-01,marlborough,27607.0
2025-02-01,nelson,20522.0
2025-02-01,northland,73842.0
2025-02-01,otago,119082.0
2025-02-01,southland,49960.0
2025-02-01,taranaki,55393.0
2025-02-01,tasman,25924.0
2025-02-01,waikato,227751.0
2025-02-01,wellington,255297.0
2025-02-01,west_coast,15199.0
2025-03-01,auckland,799989.0
2025-03-01,bay_of_plenty,148268.0
2025-03-01,canterbury,316276.0
2025-03-01,gisborne,22927.0
2025-03-01,hawke's_bay,84238.0
2025-03-01,manawatu_whanganui,112076.0
2025-03-01,marlborough,28474.0
2025-03-01,nelson,20492.0
2025-03-01,northland,74128.0
2025-03-01,otago,119116.0
2025-03-01,southland,49755.0
2025-03-01,taranaki,55188.0
2025-03-01,tasman,26707.0
2025-03-01,waikato,228149.0
2025-03-01,wellington,255646.0
2025-03-01,west_coast,15181.0
2025-04-01,auckland,797662.0
2025-04-01,bay_of_plenty,149483.0
2025-04-01,canterbury,314966.0
2025-04-01,gisborne,22610.0
2025-04-01,hawke's_bay,83379.0
2025-04-01,manawatu_whanganui,111550.0
2025-04-01,marlborough,28190.0
2025-04-01,nelson,20339.0
2025-04-01,northland,73974.0
2025-04-01,otago,118647.0
2025-04-01,southland,49347.0
2025-04-01,taranaki,54847.0
2025-04-01,tasman,26582.0
2025-04-01,waikato,227516.0
2025-04-01,wellington,254531.0
2025-04-01,west_coast,15133.0
2025-05-01,auckland,794187.0
2025-05-01,bay_of_plenty,148201.0
2025-05-01,canterbury,313498.0
2025-05-01,gisborne,22685.0
2025-05-01,hawke's_bay,81498.0
2025-05-01,manawatu_whanganui,111198.0
2025-05-01,marlborough,27820.0
2025-05-01,nelson,20119.0
2025-05-01,northland,73458.0
2025-05-01,otago,117577.0
2025-05-01,southland,48982.0
2025-05-01,taranaki,54602.0
2025-05-01,tasman,26017.0
2025-05-01,waikato,226291.0
2025-05-01,wellington,253794.0
2025-05-01,west_coast,14953.0
2025-06-01,auckland,790919.0
2025-06-01,bay_of_plenty,146683.0
2025-06-01,canterbury,313942.0
2025-06-01,gisborne,22549.0
2025-06-01,hawke's_bay,80407.0
2025-06-01,manawatu_whanganui,111226.0
2025-06-01,marlborough,27760.0
2025-06-01,nelson,20221.0
2025-06-01,northland,73026.0
2025-06-01,otago,118102.0
2025-06-01,southland,48855.0
2025-06-01,taranaki,54661.0
2025-06-01,tasman,25449.0
2025-06-01,waikato,226209.0
2025-06-01,wellington,253140.0
2025-06-01,west_coast,15021.0
2025-07-01,auckland,787826.0
2025-07-01,bay_of_plenty,145023.0
2025-07-01,canterbury,312874.0
2025-07-01,gisborne,22200.0
2025-07-01,hawke's_bay,79494.0
2025-07-01,manawatu_whanganui,110899.0
2025-07-01,marlborough,27676.0
2025-07-01,nelson,20120.0
2025-07-01,northland,72658.0
2025-07-01,otago,117728.0
2025-07-01,southland,48332.0
2025-07-01,taranaki,54450.0
2025-07-01,tasman,25262.0
2025-07-01,waikato,225356.0
2025-07-01,wellington,252122.0
2025-07-01,west_coast,14916.0
2025-08-01,auckland,789048.0
2025-08-01,bay_of_plenty,145049.0
2025-08-01,canterbury,314231.0
2025-08-01,gisborne,21975.0
2025-08-01,hawke's_bay,77951.0
2025-08-01,manawatu_whanganui,110945.0
2025-08-01,marlborough,27512.0
2025-08-01,nelson,20135.0
2025-08-01,northland,72793.0
2025-08-01,otago,117563.0
2025-08-01,southland,48207.0
2025-08-01,taranaki,54410.0
2025-08-01,tasman,25379.0
2025-08-01,waikato,225622.0
2025-08-01,wellington,251599.0
2025-08-01,west_coast,14995.0
2025-09-01,auckland,791079.0
2025-09-01,bay_of_plenty,144655.0
2025-09-01,canterbury,316074.0
2025-09-01,gisborne,22050.0
2025-09-01,hawke's_bay,77350.0
2025-09-01,manawatu_whanganui,111258.0
2025-09-01,marlborough,26912.0
2025-09-01,nelson,20122.0
2025-09-01,northland,72902.0
2025-09-01,otago,117882.0
2025-09-01,southland,48558.0
2025-09-01,taranaki,54347.0
2025-09-01,tasman,24989.0
2025-09-01,waikato,226185.0
2025-09-01,wellington,252706.0
2025-09-01,west_coast,15210.0
2025-10-01,auckland,793238.0
2025-10-01,bay_of_plenty,145305.0
2025-10-01,canterbury,317551.0
2025-10-01,gisborne,22365.0
2025-10-01,hawke's_bay,78204.0
2025-10-01,manawatu_whanganui,111444.0
2025-10-01,marlborough,26763.0
2025-10-01,nelson,20157.0
2025-10-01,northland,71907.0
2025-10-01,otago,118375.0
2025-10-01,southland,49062.0
2025-10-01,taranaki,54040.0
2025-10-01,tasman,24904.0
2025-10-01,waikato,227480.0
2025-10-01,wellington,253024.0
2025-10-01,west_coast,15273.0
2025-11-01,auckland,804261.0
2025-11-01,bay_of_plenty,148352.0
2025-11-01,canterbury,323106.0
2025-11-01,gisborne,22846.0
2025-11-01,hawke's_bay,81619.0
2025-11-01,manawatu_whanganui,113011.0
2025-11-01,marlborough,28081.0
2025-11-01,nelson,20506.0
2025-11-01,northland,73378.0
2025-11-01,otago,121175.0
2025-11-01,southland,50421.0
2025-11-01,taranaki,55441.0
2025-11-01,tasman,25855.0
2025-11-01,waikato,231016.0
2025-11-01,wellington,256216.0
2025-11-01,west_coast,15503.0
2025-12-01,auckland,801548.0
2025-12-01,bay_of_plenty,147771.0
2025-12-01,canterbury,322761.0
2025-12-01,gisborne,22888.0
2025-12-01,hawke's_bay,82844.0
2025-12-01,manawatu_whanganui,113286.0
2025-12-01,marlborough,28202.0
2025-12-01,nelson,20509.0
2025-12-01,northland,73035.0
2025-12-01,otago,121474.0
2025-12-01,southland,51205.0
2025-12-01,taranaki,55549.0
2025-12-01,tasman,26280.0
2025-12-01,waikato,231620.0
2025-12-01,wellington,254905.0
2025-12-01,west_coast,15549.0
2026-01-01,auckland,784564.0
2026-01-01,bay_of_plenty,143951.0
2026-01-01,canterbury,316261.0
2026-01-01,gisborne,22390.0
2026-01-01,hawke's_bay,80609.0
2026-01-01,manawatu_whanganui,111074.0
2026-01-01,marlborough,27320.0
2026-01-01,nelson,20143.0
2026-01-01,northland,71140.0
2026-01-01,otago,118598.0
2026-01-01,southland,50041.0
2026-01-01,taranaki,54448.0
2026-01-01,tasman,25599.0
2026-01-01,waikato,226817.0
2026-01-01,wellington,249629.0
2026-01-01,west_coast,15422.0
2026-02-01,auckland,793482.0
2026-02-01,bay_of_plenty,145037.0
2026-02-01,canterbury,319576.0
2026-02-01,gisborne,22585.0
2026-02-01,hawke's_bay,82730.0
2026-02-01,manawatu_whanganui,112223.0
2026-02-01,marlborough,27507.0
2026-02-01,nelson,20257.0
2026-02-01,northland,71854.0
2026-02-01,otago,120630.0
2026-02-01,southland,50961.0
2026-02-01,taranaki,54703.0
2026-02-01,tasman,25850.0
2026-02-01,waikato,229332.0
2026-02-01,wellington,252124.0
2026-02-01,west_coast,15532.0
2026-03-01,auckland,800276.0
2026-03-01,bay_of_plenty,148766.0
2026-03-01,canterbury,322108.0
2026-03-01,gisborne,22816.0
2026-03-01,hawke's_bay,84262.0
2026-03-01,manawatu_whanganui,112688.0
2026-03-01,marlborough,28265.0
2026-03-01,nelson,20359.0
2026-03-01,northland,72393.0
2026-03-01,otago,120982.0
2026-03-01,southland,50798.0
2026-03-01,taranaki,54780.0
2026-03-01,tasman,26537.0
2026-03-01,waikato,230481.0
2026-03-01,wellington,254347.0
2026-03-01,west_coast,15563.0
